fixed acidity;volatile acidity;citric acid;residual sugar;chlorides;free sulfur dioxide;total sulfur dioxide;density;pH;sulphates;alcohol;alc_over_density;free_tot_so2_ratio;sulphates_chlorides;citric_over_volatile;sugar_over_density
6.3;0.4;0.24;5.1;0.036;43.0;131.0;0.99186;3.24;0.44;11.3;11.392725391965206;0.32824427230347886;12.221882725479848;0.59999850000375;5.141849513187836
6.7;0.47;0.34;8.9;0.043;31.0;172.0;0.9964;3.22;0.6;9.2;9.233230396195909;0.18023255709167119;13.95316387990977;0.7234027161644339;8.932146796319955
6.8;0.18;0.21;5.4;0.053;34.0;104.0;0.99445;3.3;0.43;9.4;9.45245165422932;0.32692307377958585;8.113054470670365;1.1666601852211933;5.430131801365779
6.6;0.22;0.3;14.7;0.045;50.0;136.0;0.99704;3.14;0.37;10.6;10.631458485659063;0.36764705612024223;8.222039510233106;1.3636301653174303;14.743626390489457
6.1;0.37;0.2;7.6;0.031;49.0;170.0;0.99558;3.22;0.48;9.5;9.542166835244947;0.28823529242214535;15.483371504145026;0.5405390796241092;7.633733468195957
8.4;0.35;0.56;13.8;0.048;55.0;190.0;0.9993;3.07;0.58;9.4;9.406575196062049;0.28947368268698065;12.083081602466613;1.5999954285844902;13.80965294741024
6.7;0.22;0.39;10.2;0.038;60.0;149.0;0.99725;3.17;0.54;10.0;10.027565778324615;0.4026845610558083;14.210152364411464;1.7727192149126596;10.228117093891106
6.8;0.15;0.33;4.7;0.059;31.0;118.0;0.9956;3.43;0.39;9.0;9.03976593032751;0.26271186218040793;6.610057456653277;2.1999853334311106;4.720766652504366
7.4;0.25;0.37;13.5;0.06;52.0;192.0;0.9975;3.0;0.44;9.1;9.122797871881831;0.27083333192274306;7.333211113148114;1.47999408002368;13.533821018725794
6.0;0.27;0.19;1.7;0.02;24.0;110.0;0.9898;3.32;0.47;12.6;12.729831551998835;0.21818181619834712;23.49882505874706;0.703701097403343;1.7175169554284142
6.1;0.21;0.3;6.3;0.039;47.0;136.0;0.99068;3.27;0.31;12.7;12.819464590519045;0.3455882327530277;7.948514140663059;1.4285646258827338;6.359261962225983
6.4;0.25;0.74;7.8;0.045;52.0;209.0;0.9956;3.21;0.42;9.2;9.24064961766812;0.24880382656074723;9.333125930534877;2.95998816004736;7.834463806283842
6.3;0.29;0.14;7.05;0.045;50.0;177.0;0.99564;3.23;0.42;9.0;9.03940275661609;0.2824858741102493;9.333125930534877;0.4827569560104966;7.080865492682603
7.3;0.22;0.4;14.75;0.042;44.5;129.5;0.9998;3.36;0.41;9.1;9.101811260440828;0.3436293409758352;9.761672341134734;1.818173553756574;14.75293583423101
6.2;0.28;0.51;7.9;0.056;49.0;206.0;0.9956;3.18;0.52;9.4;9.441533305008733;0.23786407651522293;9.285548472348708;1.8214220663497631;7.934905649954148
6.2;0.28;0.27;10.3;0.03;26.0;108.0;0.99388;3.2;0.36;10.7;10.765876397677387;0.24074073851165984;11.999600013332888;0.9642822704204629;10.363413728605337
7.2;0.3;0.26;1.5;0.041;46.0;178.0;0.99154;3.19;0.56;11.3;11.39640216592153;0.258426964840298;13.658203458452233;0.8666637777874076;1.5127967476886988
6.8;0.35;0.53;10.1;0.053;37.0;151.0;0.9963;3.07;0.4;9.4;9.434899693967989;0.24503311096004562;7.547027414577084;1.514281387767464;10.137498607348583
6.6;0.31;0.28;1.4;0.035;28.0;107.0;0.98836;3.0;0.4;13.2;13.355444012865743;0.2616822405450258;11.428244907288363;0.9032228928293782;1.4164864862130333
7.0;0.24;0.25;1.7;0.042;48.0;189.0;0.992;3.25;0.42;11.4;11.491923899270263;0.2539682526245066;9.999761910430703;1.0416623264069733;1.7137079498911794
6.5;0.29;0.52;7.9;0.049;35.0;192.0;0.99551;3.16;0.51;9.5;9.542837798879168;0.1822916657172309;10.407950858145751;1.7930972651818446;7.935623011699519
6.3;0.15;0.3;1.4;0.022;38.0;100.0;0.99099;3.42;0.57;11.4;11.503636259057851;0.3799999962;25.90791327666924;1.999986666755555;1.4127272598842975
5.5;0.24;0.32;8.7;0.06;19.0;102.0;0.994;3.27;0.31;10.4;10.462766134038095;0.1862745079777009;5.166580556990717;1.3333277778009258;8.752506285204943
6.8;0.3;0.27;11.6;0.028;22.0;97.0;0.99314;2.96;0.38;11.7;11.780804538328393;0.2268041213731534;13.570943894860898;0.8999970000100002;11.680113901248664
6.1;0.36;0.58;15.0;0.044;42.0;115.0;0.9978;3.15;0.51;9.0;9.01983461632129;0.3652173881285445;11.59064566714393;1.6111066358149007;15.033057693868816
7.0;0.23;0.26;7.2;0.041;21.0;90.0;0.99509;3.22;0.55;9.5;9.546865563049007;0.23333333074074078;13.414306968122728;1.1304298676962274;7.235519163573985
8.5;0.15;0.49;1.5;0.031;17.0;122.0;0.9932;3.03;0.4;10.3;10.37050909131183;0.1393442611529159;12.902809586787523;3.2666448890340734;1.510268314268713
8.1;0.31;0.36;8.2;0.028;29.0;142.0;0.9925;3.01;0.34;13.0;13.098223578616041;0.20422535067446937;12.14242348487554;1.1612865764949145;8.26195641112704
6.9;0.24;0.33;1.7;0.035;47.0;136.0;0.99;3.26;0.4;12.6;12.727259871454674;0.3455882327530277;11.428244907288363;1.374994270857205;1.7171699826565832
7.0;0.15;0.28;14.7;0.051;29.0;149.0;0.99792;2.96;0.39;9.0;9.018749981210936;0.19463087117697403;7.646908884139528;1.866654222305185;14.730624969311197
7.1;0.26;0.32;5.9;0.037;39.0;97.0;0.9934;3.31;0.4;11.6;11.677056898473023;0.40206185152513557;10.810518634631498;1.2307644970596268;5.939192732844038
6.1;0.41;0.14;10.4;0.037;18.0;119.0;0.996;3.38;0.45;10.0;10.040150562097828;0.15126050293058402;12.161833463960434;0.3414625817985811;10.441756584581743
5.2;0.25;0.23;1.4;0.047;20.0;77.0;0.99001;3.32;0.62;11.4;11.515023570445177;0.25974025636700965;13.191208697687284;0.9199963200147201;1.4141257016336182
6.8;0.21;0.27;18.15;0.042;41.0;146.0;1.0001;3.3;0.36;8.7;8.699121388739737;0.2808219158847814;8.571224494654889;1.2857081632944607;18.148167035129454
5.6;0.26;0.26;5.7;0.031;12.0;80.0;0.9923;3.25;0.38;10.8;10.88379433256643;0.14999999812500003;12.257669107448146;0.9999961538609468;5.744224786632282
6.7;0.23;0.33;1.8;0.036;23.0;96.0;0.9925;3.32;0.4;10.8;10.88160112685025;0.23958333083767364;11.110802477708953;1.4347763705375194;1.813600187808375
6.4;0.29;0.3;6.5;0.209;62.0;156.0;0.99478;3.1;0.4;9.4;9.449315980100144;0.39743589488823144;1.913866440830427;1.034479191451064;6.534101475601163
9.3;0.34;0.49;7.3;0.052;30.0;146.0;0.998;3.17;0.61;10.2;10.22043064085106;0.20547945064740103;11.730543643391472;1.4411722318463769;7.3146219292365435
5.7;0.25;0.32;12.2;0.041;43.0;127.0;0.99524;3.23;0.53;10.4;10.4497302663375;0.33858267449934903;12.92651398746372;1.2799948800204801;12.25833742781899
6.8;0.22;0.41;6.7;0.034;39.0;116.0;0.99245;3.18;0.46;11.5;11.587473840018298;0.33620689365338885;13.529013852533748;1.8636278926004881;6.750963019836747
7.4;0.25;0.49;1.1;0.042;35.0;156.0;0.9917;3.13;0.55;11.3;11.394563482339938;0.2243589729207758;13.094926311278304;1.9599921600313601;1.109205294741056
6.1;0.19;0.25;4.0;0.023;23.0;112.0;0.9923;3.37;0.51;11.6;11.690001320163942;0.20535714102359695;22.172949002217294;1.3157825485129024;4.031034937987567
7.1;0.28;0.26;1.9;0.049;12.0;86.0;0.9934;3.15;0.38;9.4;9.46244265910745;0.1395348820984316;7.754943776657619;0.928568112256742;1.9126213885429952
7.7;0.43;1.0;19.95;0.032;42.0;164.0;0.99742;3.29;0.5;12.0;12.031028021266847;0.2560975594140393;15.624511734008312;2.3255759870325883;20.001584085356132
6.1;0.33;0.32;7.8;0.052;52.0;183.0;0.99657;3.39;0.65;9.5;9.532687585731473;0.2841530039117322;12.499759620007309;0.9696940312302085;7.826838228284789
7.8;0.31;0.4;1.6;0.027;20.0;87.0;0.9911;3.15;0.48;11.9;12.00684894879533;0.22988505482890742;17.777119365949407;1.290318418327683;1.6143662452161789
6.3;0.28;0.3;6.6;0.208;60.0;154.0;0.99478;3.1;0.4;9.4;9.449315980100144;0.38961038708045204;1.9230676775592428;1.0714247449116252;6.634626113687333
6.0;0.26;0.32;3.8;0.029;48.0;180.0;0.99011;3.15;0.34;12.0;12.119853228577401;0.26666666518518517;11.723733664356402;1.2307644970596268;3.8379535223828434
7.1;0.19;0.28;3.6;0.033;16.0;78.0;0.993;2.91;0.78;11.4;11.480350976484415;0.2051282024983564;23.635647404624102;1.473676454334451;3.625373992574026
8.3;0.42;0.62;19.25;0.04;41.0;172.0;1.0002;2.98;0.67;9.7;9.698050691810947;0.23837209163737155;16.74958126046849;1.4761869614596157;19.246131527562962
6.1;0.23;0.45;10.6;0.094;49.0;169.0;0.99699;3.05;0.54;8.8;8.82655911638119;0.28994082668674065;5.744619738087893;1.9565132325511627;10.631991662913705
6.1;0.32;0.33;10.7;0.036;27.0;98.0;0.99521;3.34;0.52;10.2;10.249082857806032;0.27551020127030407;14.444043221021639;1.031246777353821;10.751488880247503
7.8;0.32;0.33;2.4;0.037;18.0;101.0;0.9912;3.21;0.65;11.7;11.803862183351308;0.17821782001764536;17.567092781276184;1.031246777353821;2.4213050632515505
7.2;0.23;0.46;6.4;0.036;17.0;85.0;0.99279;3.1;0.78;11.7;11.784957760495411;0.19999999764705886;21.66606483153246;1.999991304385633;6.446472621125696
7.9;0.25;0.29;5.3;0.031;33.0;117.0;0.9918;3.06;0.32;11.8;11.897547996019362;0.28205127964058735;10.322247669430018;1.15999536001856;5.343813930415476
6.4;0.15;0.36;1.8;0.034;43.0;150.0;0.9922;3.42;0.69;11.0;11.086463327491103;0.2866666647555556;20.29352077880062;2.399984000106666;1.8141485444985441
6.9;0.25;0.26;5.2;0.024;36.0;135.0;0.9948;3.16;0.72;10.7;10.75592002822675;0.266666664691358;29.99875005208116;1.03999584001664;5.227176088484028
6.2;0.3;0.49;11.2;0.058;68.0;215.0;0.99656;3.19;0.6;9.4;9.432438154814406;0.3162790682963764;10.344649230185686;1.633327888907037;11.238649716374612
6.4;0.12;0.3;1.1;0.031;37.0;94.0;0.98986;3.01;0.56;11.7;11.819841371667334;0.3936170170891807;18.063933421502533;2.4999791668402764;1.1112671375071854
7.6;0.345;0.26;1.9;0.043;15.0;134.0;0.9936;3.08;0.38;9.5;9.5611820036413;0.11194029767208734;8.837003790609522;0.75362100399709;1.91223640072826
6.7;0.41;0.34;9.2;0.049;29.0;150.0;0.9968;3.22;0.51;9.1;9.129204324634506;0.19333333204444444;10.407950858145751;0.8292662700822683;9.22952525127884
6.9;0.25;0.47;8.4;0.042;36.0;156.0;0.99604;3.15;0.55;9.4;9.437362518209591;0.23076922928994084;13.094926311278304;1.87999248003008;8.433387782229849
6.5;0.22;0.31;3.9;0.046;17.0;106.0;0.99098;3.15;0.31;11.5;11.604662450642344;0.1603773569775721;6.738983935131845;1.4090845041613447;3.935494222391751
6.7;0.28;0.34;8.9;0.048;32.0;111.0;0.99455;3.25;0.54;11.0;11.060267397046506;0.28828828569109655;11.249765629882711;1.2142813775665087;8.948761803064901
6.2;0.25;0.54;7.0;0.046;58.0;176.0;0.99454;3.19;0.7;10.4;10.457085228261077;0.3295454526730372;15.21706049868481;2.15999136003456;7.03842274979111
7.9;0.29;0.36;11.1;0.033;43.0;208.0;0.9969;3.14;0.46;10.3;10.332018926653701;0.2067307682368713;13.938971546316777;1.241375029741277;11.134505833578258
6.4;0.24;0.5;11.6;0.047;60.0;211.0;0.9966;3.18;0.57;9.3;9.331718511219636;0.2843601882257811;12.127401544647984;2.0833246528139466;11.639562874209437
7.2;0.22;0.28;7.2;0.06;41.0;132.0;0.9935;3.08;0.59;11.3;11.37391910023241;0.31060605825298443;9.83316944717588;1.2727214876296018;7.247098895723306
6.2;0.21;0.27;1.7;0.038;41.0;150.0;0.9933;3.49;0.71;10.5;10.570813882196838;0.2733333315111111;18.68371884950396;1.2857081632944607;1.7114651047366307
6.8;0.22;0.31;1.4;0.053;34.0;114.0;0.9929;3.39;0.77;10.6;10.675787414858076;0.29824561141889816;14.528027773060886;1.4090845041613447;1.410009658566161
6.8;0.28;0.6;1.1;0.132;42.0;127.0;0.9934;3.09;0.44;9.1;9.160449808284872;0.3307086588133177;3.333308080999386;2.1428494898232504;1.1073071196827868
6.8;0.25;0.34;4.7;0.031;34.0;134.0;0.9927;3.21;0.38;10.6;10.677938271443264;0.25373134139006465;12.257669107448146;1.3599945600217602;4.734557535451259
6.9;0.38;0.29;13.65;0.048;52.0;189.0;0.99784;3.0;0.6;9.5;9.520554877981562;0.2751322736765488;12.499739588758567;0.7631558864318778;13.679534114152457
7.8;0.34;0.35;1.8;0.042;8.0;167.0;0.9908;3.11;0.41;12.1;12.212341327875123;0.047904191329915025;9.761672341134734;1.0294087370331264;1.8167119330723323
6.2;0.24;0.22;7.9;0.053;45.0;149.0;0.99545;3.23;0.52;9.3;9.34249902807873;0.3020134207918562;9.811135638950208;0.9166628472381365;7.936101324927094
6.9;0.4;0.17;12.9;0.033;59.0;186.0;0.99754;3.08;0.49;9.4;9.423171578912546;0.3172042993698694;14.848034908033089;0.42499893750265627;12.93179929446509
6.6;0.31;0.07;1.5;0.033;55.0;144.0;0.99208;3.16;0.42;10.0;10.07982211129938;0.3819444417920525;12.726887064028361;0.22580572320734454;1.511973316694907
8.3;0.16;0.37;7.9;0.025;38.0;107.0;0.99306;2.93;0.37;11.9;11.983151085381461;0.3551401835968207;14.799408023679051;2.3124855469653314;7.955201140715424
8.1;0.36;0.59;13.6;0.051;60.0;134.0;0.99886;2.96;0.39;8.7;8.709920599562901;0.44776119068834935;7.646908884139528;1.6388843364323988;13.615508063684537
7.0;0.46;0.39;6.2;0.039;46.0;163.0;0.9928;3.21;0.35;12.2;12.288464657066218;0.2822085872257142;8.974128868490551;0.8478242438603395;6.244957448672997
5.5;0.12;0.33;1.0;0.038;23.0;131.0;0.99164;3.25;0.45;9.8;9.882608726343506;0.17557251774372123;11.841793637009552;2.7499770835243043;1.0084294618717862
7.6;0.18;0.28;7.1;0.041;29.0;110.0;0.99652;3.2;0.42;9.2;9.232118540402059;0.26363636123966944;10.243652593839174;1.5555469136282578;7.1247871344407185
8.0;0.33;0.35;10.0;0.035;22.0;108.0;0.99457;3.12;0.36;11.6;11.663320165176744;0.2037037018175583;10.285420416559525;1.0606028466580404;10.054586349290297
6.9;0.43;0.28;9.4;0.056;29.0;183.0;0.99594;3.17;0.43;9.4;9.438310100698736;0.15846994448923526;7.67843431367297;0.6511612763691248;9.438310100698736
7.7;0.3;0.42;14.3;0.045;45.0;213.0;0.9991;3.18;0.63;9.2;9.208278242139682;0.21126760464193614;13.999688895802317;1.399995333348889;14.312867267673639
6.8;0.12;0.3;12.9;0.049;32.0;88.0;0.99654;3.2;0.35;9.9;9.934362961483773;0.3636363595041323;7.14271137323728;2.4999791668402764;12.94477598011522
6.4;0.105;0.29;1.1;0.035;44.0;140.0;0.99142;3.17;0.55;10.7;10.792589626404927;0.31428571204081635;15.7138367475215;2.761878458300397;1.1095185597238713
8.0;0.74;0.21;4.0;0.05;24.0;133.0;0.99418;3.06;0.38;9.7;9.756774671815293;0.18045112646277348;7.599848003039939;0.28378340029270227;4.023412235800121
7.3;0.19;0.49;15.55;0.058;50.0;134.0;0.9998;3.42;0.36;9.1;9.101811260440828;0.37313432557362447;6.206789538111411;2.578933795085289;15.553095065918118
7.9;0.42;0.49;8.2;0.056;32.0;164.0;0.9965;3.29;0.6;11.2;11.239326403084391;0.19512195002974422;10.714094391171585;1.1666638888955028;8.228792545115358
6.4;0.29;0.3;2.9;0.036;25.0;79.0;0.99037;3.29;0.6;12.4;12.52056047683141;0.3164556921967634;16.66620371656343;1.034479191451064;2.928195595387991
6.9;0.28;0.37;9.1;0.037;16.0;76.0;0.9948;3.05;0.54;11.1;11.158010496571675;0.21052631301939062;14.594200156752521;1.321423852057671;9.147558154847049
6.3;0.2;0.18;10.6;0.045;57.0;159.0;0.99666;3.09;0.54;9.2;9.230821713702051;0.3584905637830782;11.999733339259128;0.8999955000224998;10.635511974482798
5.8;0.28;0.66;9.1;0.039;26.0;159.0;0.9965;3.66;0.55;10.8;10.837921888688522;0.16352201155017604;14.10220250762801;2.3571344388055757;9.131952702506068
6.1;0.28;0.27;4.7;0.03;56.0;140.0;0.99042;3.16;0.42;12.5;12.620895558555402;0.39999999714285717;13.99953334888837;0.9642822704204629;4.745456730016832
8.8;0.23;0.74;3.2;0.042;15.0;126.0;0.9934;3.02;0.51;11.2;11.274399764042919;0.11904761810279668;12.142568034094426;3.217377315750801;3.2212570754408345
7.1;0.26;0.32;14.45;0.074;29.0;107.0;0.998;2.96;0.42;9.2;9.218427636846055;0.27102803485020527;5.675598978392184;1.2307644970596268;14.478943407872336
6.7;0.11;0.26;14.8;0.053;44.0;95.0;0.99676;3.2;0.35;9.8;9.83184534707919;0.4631578898614959;6.603648987754948;2.363614876228398;14.848092973140002
6.8;0.32;0.37;3.4;0.023;19.0;87.0;0.9902;3.14;0.53;12.7;12.825678826824047;0.21839080208746206;23.042476414068954;1.1562463867300414;3.4336463000946273
7.8;0.43;0.49;13.0;0.033;37.0;158.0;0.9955;3.14;0.35;11.3;11.351068456987988;0.23417721370773917;10.605739220023635;1.1395322336459683;13.058751322198571
5.2;0.22;0.46;6.2;0.066;41.0;187.0;0.99362;3.19;0.42;9.73333333333333;9.795820874692998;0.2192513357259287;6.363539946364448;2.09089958682006;6.239803707852391
7.4;0.155;0.34;2.3;0.045;73.5;214.0;0.9934;3.18;0.61;9.9;9.965764077145082;0.34345794232029;13.555254327681608;2.1935342352629985;2.315278522973099
6.3;0.2;0.58;1.4;0.204;15.0;97.0;0.9931;3.16;0.43;10.0;10.069469268483266;0.15463917366351368;2.1078328047411534;2.8999855000724994;1.409725697587657
6.5;0.28;0.26;8.8;0.04;44.0;139.0;0.9956;3.32;0.37;10.2;10.245068054371178;0.31654676031261325;9.249768755781105;0.928568112256742;8.8388822429869
7.0;0.31;0.29;1.4;0.037;33.0;128.0;0.9896;3.12;0.36;12.2;12.328200961801775;0.2578124979858399;9.729466771168347;0.93548085328757;1.4147115857805315
6.2;0.2;0.29;11.8;0.035;21.0;93.0;0.99364;3.18;0.34;11.9;11.976156378410312;0.22580644918487688;9.714008171195108;1.4499927500362497;11.875516408843838
6.5;0.24;0.19;1.2;0.041;30.0;111.0;0.99254;2.99;0.46;9.4;9.470641515060839;0.270270267835403;11.21923855515719;0.7916633680692997;1.2090180657524474
7.3;0.22;0.41;15.4;0.05;55.0;191.0;1.0;3.32;0.59;8.9;8.8999911000089;0.28795811367561197;11.799764004719904;1.8636278926004881;15.3999846000154
6.7;0.41;0.24;5.4;0.035;33.0;115.0;0.9901;3.12;0.44;12.8933333333333;13.022240491963245;0.28695651924385635;12.571069398017197;0.5853644259404246;5.453989037482035
5.8;0.54;0.0;1.4;0.033;40.0;107.0;0.98918;3.26;0.35;12.4;12.535622904200546;0.3738317722071797;10.605739220023635;0.0;1.4153122633774808
6.4;0.32;0.26;7.9;0.05;53.0;180.0;0.99514;3.14;0.5;9.6;9.646874161550976;0.294444442808642;9.999800003999919;0.8124974609454346;7.938573528776324
7.4;0.31;0.28;1.6;0.05;33.0;137.0;0.9929;3.31;0.56;10.5;10.575072439246208;0.24087591065054081;11.199776004479912;0.9032228928293782;1.6114396097898984
6.5;0.44;0.49;7.7;0.045;16.0;169.0;0.9957;3.11;0.37;8.7;8.737562782401543;0.09467455565281328;8.222039510233106;1.1136338326503803;7.733245221205964
7.2;0.47;0.16;5.9;0.048;14.0;125.0;0.99428;3.09;0.49;9.8;9.85636857186248;0.111999999104;10.20812066415283;0.3404248076067924;5.933936181019249
7.2;0.23;0.25;18.8;0.085;19.0;111.0;1.00044;3.1;0.51;8.7;8.696164991238863;0.17117116962908857;5.9999294125951455;1.0869517958617572;18.79171285463111
7.4;0.27;0.49;1.1;0.037;33.0;156.0;0.992;3.15;0.54;11.1;11.189504849289467;0.21153846018244576;14.594200156752521;1.8148080933033581;1.1088698499295868
5.2;0.365;0.08;13.5;0.041;37.0;142.0;0.997;3.46;0.39;9.9;9.92977940844593;0.26056337844673677;9.511963122850663;0.2191774817055296;13.540608284244449
7.4;0.3;0.32;1.7;0.03;23.0;128.0;0.9929;3.17;0.66;10.9;10.977932341693684;0.17968749859619143;21.999266691110297;1.066663111122963;1.712154585401767
6.7;0.34;0.4;2.1;0.033;34.0;111.0;0.98924;2.97;0.48;12.2;12.332687383559717;0.30630630354679006;14.545013787460984;1.1764671280378587;2.122839631596345
7.1;0.47;0.29;14.8;0.024;22.0;142.0;0.99518;3.12;0.48;12.0;12.05810802256072;0.1549295763737354;19.99916670138744;0.6170199637873112;14.871666561158223
7.4;0.105;0.34;12.2;0.05;57.0;146.0;0.9973;3.16;0.37;9.0;9.024356738838124;0.39041095623006195;7.39985200295994;3.2380643993866727;12.233016912647233
6.2;0.29;0.23;12.4;0.048;33.0;201.0;0.99612;3.11;0.56;9.9;9.938551641818615;0.1641791036608005;11.666423616174663;0.7931007134458159;12.448286904904123
5.3;0.36;0.27;6.3;0.028;40.0;132.0;0.99186;3.37;0.4;11.6;11.695187128035077;0.30303030073461895;14.285204099853576;0.7499979166724539;6.351696457467327
6.6;0.24;0.28;1.8;0.028;39.0;132.0;0.99182;3.34;0.46;11.4;11.494009503731016;0.2954545432162535;16.427984714831613;1.1666618055758102;1.8148436058522657
6.6;0.24;0.22;12.3;0.051;35.0;146.0;0.99676;3.1;0.67;9.4;9.430545536994325;0.2397260257553012;13.136997313778162;0.9166628472381365;12.339969160109595
6.1;0.22;0.31;1.4;0.039;40.0;129.0;0.99193;3.45;0.59;10.9;10.988667558529777;0.3100775169761433;15.1278172354555;1.4090845041613447;1.411388493756118
7.0;0.22;0.26;1.1;0.037;20.0;71.0;0.9902;3.1;0.38;11.7;11.815782856207981;0.2816901368776037;10.269992702899922;1.181812809941773;1.1108855676776737
7.2;0.33;0.22;4.5;0.031;10.0;73.0;0.99076;2.97;0.52;12.2;12.313766892318126;0.13698629949333838;16.77365246282378;0.6666646464707683;4.5419631979861945
5.8;0.2;0.3;1.5;0.031;21.0;57.0;0.99115;3.44;0.55;11.0;11.098208042972262;0.3684210461680518;17.741363181832845;1.4999925000374996;1.5133920058598538
6.6;0.23;0.32;0.9;0.041;25.0;79.0;0.9926;3.39;0.54;10.2;10.276032363457219;0.3164556921967634;13.170410477793224;1.391298298703049;0.9067087379521076
8.0;0.3;0.49;9.4;0.046;47.0;188.0;0.9964;3.14;0.48;10.0;10.03611999586512;0.24999999867021278;10.434555770526726;1.633327888907037;9.433952796113212
6.0;0.29;0.27;2.3;0.044;20.0;117.0;0.9895;3.31;0.41;12.7;12.834752061897865;0.17094016947914387;9.317970046135315;0.9310312723059577;2.3244039167216606
9.4;0.42;0.32;6.5;0.027;20.0;167.0;0.99479;3.08;0.43;10.6;10.655504523060623;0.11976047832478756;15.925336098663012;0.7619029478501242;6.534035792442835
6.4;0.22;0.38;9.1;0.044;35.0;127.0;0.99326;2.97;0.3;11.0;11.074631944675165;0.27559054901109803;6.818026863025841;1.7272648760687452;9.16174097241309
7.0;0.3;0.38;14.9;0.032;60.0;181.0;0.9983;3.18;0.61;9.3;9.315827591077241;0.3314917108757364;19.06190431549014;1.2666624444585186;14.925358183553858
6.6;0.25;0.25;1.3;0.04;28.0;85.0;0.98984;2.87;0.48;11.2;11.314948562445887;0.3294117608304499;11.999700007499811;0.9999960000160001;1.3133422438553262
6.5;0.23;0.39;1.9;0.036;41.0;98.0;0.99;3.19;0.43;11.9;12.020189878596081;0.418367342669721;11.944112663537124;1.695644801544341;1.919189980616181
7.6;0.36;0.48;13.5;0.038;44.0;116.0;0.9982;3.04;0.48;9.2;9.216580628550762;0.37931034155766946;12.631246546143522;1.3333296296399177;13.52433027015601
7.1;0.55;0.13;1.7;0.073;21.0;165.0;0.994;2.97;0.58;9.2;9.255523887802928;0.12727272650137741;7.945096642511746;0.23636320661235158;1.71025984883315
7.6;0.48;0.33;7.0;0.024;14.0;130.0;0.9918;3.25;0.45;12.5;12.603334741545934;0.10769230686390534;18.749218782550727;0.6874985677113173;7.057867455265724
7.6;0.16;0.41;1.9;0.047;27.0;151.0;0.9937;3.2;0.53;10.1;10.164023182023566;0.17880794583570897;11.27635582221655;2.562483984475097;1.9120439649351262
7.5;0.21;0.32;4.8;0.056;39.0;113.0;0.99393;3.11;0.52;10.2;10.262281788172418;0.34513274030855984;9.285548472348708;1.5238022676082497;4.829309076787021
5.3;0.24;0.33;1.3;0.033;25.0;97.0;0.9906;3.59;0.38;11.0;11.104369973379796;0.25773195610585614;11.514802581739946;1.374994270857205;1.3123346332176122
6.8;0.26;0.24;1.9;0.043;70.0;154.0;0.99273;3.18;0.52;10.5;10.576883365181503;0.4545454515938607;12.092742029255135;0.92307337279472;1.9139122279852245
6.8;0.24;0.35;6.4;0.048;44.0;172.0;0.9944;3.29;0.55;10.5;10.559120515767784;0.2558139520010817;11.458094623028687;1.4583272569697625;6.4360353619917925
7.2;0.19;0.31;1.6;0.062;31.0;173.0;0.9917;3.35;0.44;11.7;11.797910862245777;0.17919075040930202;7.096659731294657;1.6315703601559992;1.6133895196233543
7.7;0.34;0.28;11.0;0.04;31.0;117.0;0.99815;3.27;0.29;9.2;9.21704231123347;0.264957262692673;7.249818754531136;0.8235269896265012;11.020376676474802
8.0;0.26;0.36;2.0;0.054;30.0;121.0;0.992;3.09;0.72;11.6;11.69353659925746;0.24793388224848031;13.333086424325474;1.38461005919208;2.0161269998719757
6.9;0.33;0.21;1.0;0.053;39.0;148.0;0.9927;3.12;0.45;9.4;9.469115070902518;0.2635135117330168;8.49040584139922;0.6363617079948243;1.007352667117289
6.2;0.12;0.34;1.5;0.045;43.0;117.0;0.9939;3.42;0.51;9.0;9.055227834562999;0.3675213643801593;11.333081487078065;2.83330972241898;1.5092046390938332
6.0;0.33;0.26;5.1;0.051;16.0;119.0;0.99416;3.15;0.41;9.2;9.25403430631457;0.13445378038274133;8.039058057685143;0.7878764003745444;5.129953800239599
5.8;0.26;0.24;9.2;0.044;55.0;152.0;0.9961;3.31;0.38;9.4;9.436794060040096;0.36184210288261776;8.636167359832731;0.92307337279472;9.236011207698818
7.7;0.3;0.34;1.2;0.048;4.0;119.0;0.99084;3.18;0.34;12.1;12.211848318751443;0.03361344509568533;7.083185766963188;1.1333295555681484;1.211092395248077
6.9;0.49;0.24;1.2;0.049;13.0;125.0;0.9932;3.17;0.51;9.4;9.464348102750602;0.10399999916800001;10.407950858145751;0.48979491878588005;1.2082146514149703
6.8;0.23;0.29;15.4;0.073;56.0;173.0;0.9984;3.06;0.41;8.7;8.713933579794091;0.32369942009422303;5.616361419706579;1.260864083199638;15.424664037796438
6.6;0.17;0.36;1.9;0.036;38.0;110.0;0.99056;3.05;0.54;11.4;11.508629958175217;0.34545454231404965;14.999583344907087;2.117634602149399;1.9181049930292025
6.5;0.34;0.28;1.8;0.041;43.0;188.0;0.9928;3.13;0.37;9.6;9.669611533429157;0.2287234030387053;9.024170142191654;0.8235269896265012;1.8130521625179667
6.5;0.315;0.2;6.6;0.041;9.0;126.0;0.99494;2.94;0.51;8.8;8.84474556782764;0.07142857086167802;12.43872100680471;0.6349186193059705;6.6335591758707295
6.5;0.23;0.2;7.5;0.05;44.0;179.0;0.99504;3.18;0.48;9.53333333333333;9.580844742410944;0.24581005449268126;9.599808003839922;0.8695614366894057;7.537377856791831
